I
1000 Generated by WorldEditor

1     96 1 0 KFUL Fullerton Muni
100 22.86 1 0 0.00 0 2 0 06  33.87105800 -117.98480600  130    0 1 0 0 1 24  33.87299000 -117.97479000   77    0 2 8 0 1
102 H1  33.87118646 -117.98078889 347.00 11.00 11.00 2 0 1 0.00 0
102 H2  33.87146685 -117.97719780  77.00 11.00 11.00 2 0 1 0.00 0
102 H3  33.87127181 -117.97714197  76.98 11.00 11.00 2 0 1 0.00 0
110 2 0.00 77.0000 Taxiways and pavement
111  33.87096240 -117.98479347
111  33.87081727 -117.98475552
111  33.87072109 -117.98480161
112  33.87072109 -117.98480161  33.87067572 -117.98486436 106
111  33.87067296 -117.98496496 106
111  33.87029065 -117.98496507 106
111  33.87008368 -117.98472514 106
111  33.87009522 -117.98234886 106
111  33.87016117 -117.98235143 106
111  33.87016374 -117.98117266
111  33.87016778 -117.98025995
111  33.87017172 -117.97942226 106
111  33.87018622 -117.97702393 106
111  33.87037438 -117.97702643 106
111  33.87037885 -117.97638245 106
111  33.87020623 -117.97623518 106
111  33.87020928 -117.97512639 106
111  33.87163958 -117.97513846 106
111  33.87164242 -117.97439097 106
111  33.87250827 -117.97439651 106
112  33.87252965 -117.97461790  33.87254427 -117.97466585 106
111  33.87265688 -117.97471353
112  33.87265688 -117.97471353  33.87282382 -117.97476905
111  33.87288528 -117.97475702
111  33.87307951 -117.97481561
112  33.87311519 -117.97512275  33.87314225 -117.97522796
111  33.87311519 -117.97512275
111  33.87323290 -117.97575562 1
111  33.87329403 -117.97609214 1
112  33.87330314 -117.97632269  33.87329399 -117.97644270 1
111  33.87319995 -117.97656671
112  33.87323276 -117.97668366  33.87326771 -117.97671594
111  33.87332210 -117.97671910 106
111  33.87338514 -117.97639344 106
111  33.87350297 -117.97638683
112  33.87354795 -117.97668568  33.87355390 -117.97681478
111  33.87355911 -117.97756567
111  33.87351485 -117.98217305
111  33.87310179 -117.98217219
111  33.87306488 -117.98225220
111  33.87304836 -117.98273457
111  33.87291295 -117.98400397
111  33.87290849 -117.98508784
111  33.87184817 -117.98507759
111  33.87174929 -117.98490829 106
111  33.87196945 -117.98374239
112  33.87188038 -117.98357136  33.87177954 -117.98354504
111  33.87173669 -117.98367054 1
111  33.87163249 -117.98418770 1
112  33.87163023 -117.98430224  33.87163578 -117.98434991 1
112  33.87169719 -117.98446905  33.87171108 -117.98453421 1
112  33.87167685 -117.98471912  33.87164530 -117.98480163 1
111  33.87153078 -117.98481893 1
111  33.87147254 -117.98482112
113  33.87116012 -117.98483066
111  33.87180913 -117.98330538
112  33.87190000 -117.98346813  33.87201565 -117.98349925
111  33.87204916 -117.98337956
111  33.87237296 -117.98167398
112  33.87228589 -117.98148887  33.87217762 -117.98145775
113  33.87214193 -117.98157401 1
111  33.87222206 -117.98116838
112  33.87230941 -117.98133286  33.87241521 -117.98136545
111  33.87245581 -117.98124543
111  33.87272279 -117.97986739 1
112  33.87263543 -117.97968809  33.87252594 -117.97965697 1
113  33.87248657 -117.97978885 1
111  33.87257023 -117.97936358 1
112  33.87265635 -117.97953547  33.87277815 -117.97956807 1
111  33.87280768 -117.97942137
111  33.87307425 -117.97804207
112  33.87298672 -117.97787339  33.87288641 -117.97784922
113  33.87284597 -117.97795883 1
111  33.87292218 -117.97754470
112  33.87299661 -117.97771258  33.87309405 -117.97775170
111  33.87314683 -117.97763108
111  33.87316307 -117.97758218
111  33.87322397 -117.97731487
111  33.87326321 -117.97699540
112  33.87325103 -117.97686663  33.87323615 -117.97680958
111  33.87318201 -117.97676395
111  33.87313329 -117.97671831
112  33.87313329 -117.97671831  33.87309134 -117.97670853
113  33.87307916 -117.97675417 1
111  33.87121340 -117.98455254
112  33.87131564 -117.98471194  33.87143067 -117.98474891
111  33.87147858 -117.98460215 1
111  33.87166259 -117.98365248
112  33.87165588 -117.98357288  33.87164202 -117.98350386
111  33.87156140 -117.98347877
112  33.87145641 -117.98345622  33.87143196 -117.98345530
113  33.87142023 -117.98348141
111  33.87146588 -117.98323528
112  33.87156881 -117.98337825  33.87168538 -117.98340891
111  33.87172974 -117.98330181 1
111  33.87205493 -117.98160966
112  33.87195768 -117.98141509  33.87183710 -117.98138619
113  33.87179400 -117.98152092
111  33.87189131 -117.98102486
112  33.87198627 -117.98122423  33.87210559 -117.98125864
111  33.87215181 -117.98110582 1
111  33.87238541 -117.97988325
112  33.87229382 -117.97967678  33.87217281 -117.97964946
113  33.87212408 -117.97980430
111  33.87224592 -117.97916569
112  33.87234844 -117.97935899  33.87246692 -117.97939239
111  33.87250725 -117.97925778 1
111  33.87275346 -117.97798359
112  33.87264759 -117.97779939  33.87251818 -117.97776801
113  33.87248961 -117.97789857
111  33.87258204 -117.97740873
112  33.87268456 -117.97761418  33.87280724 -117.97764556
111  33.87284590 -117.97749982 1
111  33.87314757 -117.97597462 1
112  33.87315683 -117.97590175  33.87316144 -117.97585534 1
111  33.87315623 -117.97576903
112  33.87306606 -117.97555764  33.87299211 -117.97551918
113  33.87292909 -117.97559914
111  33.87122171 -117.98343306
112  33.87119599 -117.98337736  33.87118221 -117.98336769
111  33.87107612 -117.98334685
112  33.87098328 -117.98338824  33.87095222 -117.98343422
111  33.87094317 -117.98346398 1
112  33.87084870 -117.98389507  33.87084316 -117.98394628
111  33.87083727 -117.98458733
112  33.87090685 -117.98466458  33.87095685 -117.98467545
113  33.87099493 -117.98461413
111  33.87100674 -117.98307331
112  33.87110749 -117.98325477  33.87123783 -117.98329040
111  33.87127550 -117.98315680
111  33.87159462 -117.98149137
112  33.87150126 -117.98130434  33.87138572 -117.98127539
113  33.87133837 -117.98138628 1
111  33.87142625 -117.98090406
112  33.87153027 -117.98110207  33.87165553 -117.98113440
111  33.87169468 -117.98096737
111  33.87192396 -117.97975906
112  33.87182330 -117.97956104  33.87169692 -117.97953141
113  33.87166113 -117.97967016 1
112  33.87179651 -117.97896594  33.87179381 -117.97900831
111  33.87180391 -117.97914406
112  33.87192777 -117.97922755  33.87202298 -117.97921976
111  33.87205255 -117.97909730
111  33.87228142 -117.97790855
112  33.87227902 -117.97777251  33.87227190 -117.97774312
112  33.87218658 -117.97768334  33.87213066 -117.97767844
112  33.87208028 -117.97771351  33.87206707 -117.97773310
114  33.87200819 -117.97789608  33.87200107 -117.97791808 3
111  33.87213265 -117.97728441
112  33.87223564 -117.97746601  33.87235395 -117.97749606
111  33.87238566 -117.97735664
111  33.87284043 -117.97499294
112  33.87273967 -117.97483597  33.87262413 -117.97480480
113  33.87257329 -117.97494396 3
130 Airport Boundary
111  33.87009522 -117.98235076
111  33.87016117 -117.98235333
111  33.87016374 -117.98117456
111  33.87017172 -117.97942416
111  33.87018622 -117.97702583
111  33.87020623 -117.97623708
111  33.87020928 -117.97512829
111  33.87163958 -117.97514036
111  33.87164242 -117.97439287
111  33.87250827 -117.97439841
111  33.87250970 -117.97385011
111  33.87254278 -117.97369662
111  33.87300267 -117.97370335
111  33.87350297 -117.97638873
111  33.87354795 -117.97668568
111  33.87355911 -117.97756757
111  33.87351485 -117.98217495
111  33.87310179 -117.98217409
111  33.87290849 -117.98508974
111  33.87184817 -117.98507949
111  33.87029065 -117.98496697
113  33.87008368 -117.98472704
120 Hold Short 24-06 A
111  33.87147858 -117.98460405 4
115  33.87147254 -117.98482302
120 Hold Short 24-06 F
111  33.87167369 -117.98336852 4
115  33.87163960 -117.98353580
120 Hold Short 24-06 E
111  33.87209061 -117.98120554 4
115  33.87203935 -117.98148285
120 Hold Short 24-06 D
111  33.87245227 -117.97934233 4
115  33.87237601 -117.97975502
120 Hold Short 24-06 C
111  33.87278560 -117.97759590 4
115  33.87273518 -117.97786916
120 Hold Short 24-06 A
111  33.87323290 -117.97575752 4
115  33.87315623 -117.97577093
120 Hold Short 06-24 A
111  33.87263349 -117.97486009 4
115  33.87265688 -117.97471543
120 Hold Short 06-24 C
111  33.87208028 -117.97771541 4
115  33.87214404 -117.97738462
120 Hold Short 06-24 D
111  33.87172825 -117.97957573 4
115  33.87180576 -117.97915195
120 Hold Short 06-24 E
111  33.87138782 -117.98132789 4
115  33.87144374 -117.98102885
120 Hold Short 06-24 F
111  33.87099528 -117.98337566 4
115  33.87102671 -117.98319977
120 Hold Short 06-24 A
111  33.87071274 -117.98481854 4
115  33.87076256 -117.98459077
120 Centerline A
111  33.87111157 -117.98450417 1
111  33.87109214 -117.98459176 1
112  33.87101315 -117.98471123  33.87095273 -117.98474777 1
111  33.87088307 -117.98472014 1
111  33.87060005 -117.98454313 1
112  33.87056216 -117.98449314  33.87054829 -117.98446045 1
111  33.87055569 -117.98442290 1
112  33.87059266 -117.98429487  33.87061476 -117.98424001 1
112  33.87073450 -117.98409783  33.87077535 -117.98401006 1
111  33.87081727 -117.98384067 1
111  33.87084752 -117.98368509 1
111  33.87088381 -117.98349434 1
111  33.87090800 -117.98336994 1
111  33.87094962 -117.98315431 1
111  33.87097329 -117.98303134 1
111  33.87101605 -117.98280842 1
111  33.87131164 -117.98127500 1
111  33.87135828 -117.98103379 1
111  33.87144027 -117.98060356 1
111  33.87148205 -117.98038546 1
111  33.87165137 -117.97951272 1
111  33.87171071 -117.97920042 1
111  33.87173839 -117.97906007 1
111  33.87178902 -117.97879595 1
111  33.87181347 -117.97866897 1
111  33.87185872 -117.97843599 1
111  33.87188288 -117.97830964 1
111  33.87192778 -117.97807542 1
111  33.87200922 -117.97765792 1
111  33.87206245 -117.97739088 1
111  33.87231947 -117.97605704 1
111  33.87253232 -117.97493769 1
112  33.87261473 -117.97480141  33.87266741 -117.97477024 1
111  33.87273531 -117.97478140 1
111  33.87284173 -117.97480807 1
112  33.87291861 -117.97487953  33.87294634 -117.97493853 1
111  33.87293140 -117.97501255 1
115  33.87288924 -117.97522936
120 Edgeline A
111  33.87081857 -117.98462846 1
111  33.87064755 -117.98451225
112  33.87064755 -117.98451225  33.87059393 -117.98447774 1
111  33.87060138 -117.98443401 1
112  33.87063082 -117.98432224  33.87064653 -117.98428884 1
112  33.87076611 -117.98413685  33.87079798 -117.98408443 1
111  33.87084870 -117.98389697 1
115  33.87089084 -117.98368626
120 Edgeline A
111  33.87078241 -117.98472899 1
111  33.87058864 -117.98459326 1
112  33.87052959 -117.98452362  33.87051199 -117.98448613 1
111  33.87051731 -117.98441831 1
112  33.87055419 -117.98427913  33.87057268 -117.98424128 1
112  33.87070330 -117.98407687  33.87073849 -117.98401780 1
111  33.87077073 -117.98387045 1
111  33.87147722 -117.98018463 1
111  33.87157755 -117.97966121 1
111  33.87249481 -117.97492445 1
112  33.87255264 -117.97478595  33.87258955 -117.97473557 1
115  33.87265688 -117.97471543
120 Centerline B
111  33.87112700 -117.98450814 1
112  33.87113228 -117.98467499  33.87115134 -117.98472313 1
112  33.87131160 -117.98477412  33.87142356 -117.98477412 1
112  33.87147936 -117.98469093  33.87150303 -117.98464648 1
111  33.87152255 -117.98455897 1
111  33.87170145 -117.98363762 1
111  33.87176182 -117.98332552 1
111  33.87211548 -117.98150079 1
111  33.87216579 -117.98124317 1
111  33.87245962 -117.97972783 1
111  33.87252199 -117.97940784 1
111  33.87281754 -117.97789450 1
111  33.87287069 -117.97761353 1
111  33.87303863 -117.97674353 1
111  33.87319176 -117.97595311
112  33.87319176 -117.97595311  33.87320529 -117.97585976 1
111  33.87319731 -117.97576719 1
111  33.87309286 -117.97521166 1
112  33.87301484 -117.97509811  33.87295664 -117.97509386 1
111  33.87291925 -117.97516281 1
115  33.87290511 -117.97523305
120 Edgeline B
111  33.87173669 -117.98367244 8
115  33.87180913 -117.98330728
120 Edgeline B
111  33.87214193 -117.98157591 8
115  33.87222206 -117.98117028
120 Edgeline B
111  33.87248657 -117.97979075 8
115  33.87257023 -117.97936548
120 Edgeline B
111  33.87284597 -117.97796073 8
115  33.87292218 -117.97754660
120 Edgeline B
111  33.87307916 -117.97675607 8
112  33.87314468 -117.97664158  33.87319663 -117.97658085 8
115  33.87319995 -117.97656861
120 Centerline C
111  33.87229863 -117.97831179 1
111  33.87237951 -117.97788945 1
112  33.87235809 -117.97770721  33.87231863 -117.97762814 1
111  33.87224748 -117.97758300 1
111  33.87216724 -117.97756056 1
111  33.87192915 -117.97749358 1
115  33.87182119 -117.97746669
120 Centerline C
111  33.87255424 -117.97697747 1
111  33.87246650 -117.97743571 1
112  33.87237084 -117.97754528  33.87229427 -117.97759131 1
115  33.87224748 -117.97758300
120 Centerline C
111  33.87200922 -117.97765792 1
112  33.87206938 -117.97758409  33.87211208 -117.97755577 1
115  33.87216724 -117.97756056
120 Centerline C
111  33.87192915 -117.97749358 1
112  33.87198764 -117.97755277  33.87201072 -117.97759672 1
115  33.87200922 -117.97765792
120 Centerline C
111  33.87206245 -117.97739088 1
112  33.87201298 -117.97746580  33.87198691 -117.97748987 1
115  33.87192915 -117.97749358
120 Centerline C
111  33.87216724 -117.97756056 1
112  33.87208896 -117.97749076  33.87206255 -117.97744162 1
115  33.87206245 -117.97739088
120 Centerline C
111  33.87295386 -117.97778027 1
112  33.87287508 -117.97780453  33.87283648 -117.97782933 1
115  33.87281754 -117.97789450
120 Centerline C
111  33.87281754 -117.97789450 1
112  33.87279559 -117.97777858  33.87276672 -117.97772629 1
115  33.87273660 -117.97771921
120 Centerline C
111  33.87273660 -117.97771921 1
112  33.87281634 -117.97769243  33.87285759 -117.97766018 1
115  33.87287069 -117.97761353
120 Centerline C
111  33.87295386 -117.97778027 1
111  33.87273660 -117.97771921 1
111  33.87263696 -117.97769406 1
112  33.87249473 -117.97774303  33.87242830 -117.97779490 1
111  33.87239546 -117.97789228 1
115  33.87231420 -117.97831520
120 Centerline C
111  33.87295386 -117.97778027 1
112  33.87289431 -117.97771571  33.87286753 -117.97766692 1
115  33.87287069 -117.97761353
120 Centerline C
111  33.87263696 -117.97769406 1
112  33.87253220 -117.97759022  33.87248635 -117.97751075 1
111  33.87248195 -117.97744069 1
115  33.87256983 -117.97698187
120 Centerline D
111  33.87195274 -117.98011565 1
111  33.87203823 -117.97966870 1
112  33.87200487 -117.97950722  33.87196908 -117.97943583 1
111  33.87189415 -117.97939211 1
111  33.87180463 -117.97936846 1
112  33.87171605 -117.97940084  33.87166893 -117.97943855 1
115  33.87165137 -117.97951272
120 Centerline D
111  33.87189415 -117.97939211 1
112  33.87203868 -117.97935291  33.87209796 -117.97930711 1
111  33.87212599 -117.97921309 1
115  33.87220836 -117.97878243
120 Centerline D
111  33.87278227 -117.97964818 1
111  33.87260905 -117.97959212 1
111  33.87237959 -117.97952084 1
111  33.87228650 -117.97949607 1
112  33.87215470 -117.97953877  33.87208026 -117.97958441 1
111  33.87205380 -117.97967340 1
115  33.87196870 -117.98011761
120 Centerline D
111  33.87228650 -117.97949607 1
112  33.87218798 -117.97939425  33.87213249 -117.97931438 1
111  33.87214124 -117.97921760 1
115  33.87222356 -117.97878834
120 Centerline D
111  33.87180463 -117.97936846 1
112  33.87173748 -117.97930782  33.87171221 -117.97926811 1
115  33.87171071 -117.97920042
120 Centerline D
111  33.87260905 -117.97959212 1
112  33.87251597 -117.97963360  33.87247606 -117.97966623 1
115  33.87245962 -117.97972783
120 Centerline D
111  33.87245962 -117.97972783 1
112  33.87243963 -117.97959487  33.87241055 -117.97953695 1
115  33.87237959 -117.97952084
120 Centerline D
111  33.87252199 -117.97940784 1
112  33.87246511 -117.97949620  33.87242407 -117.97952614 1
115  33.87237959 -117.97952084
120 Centerline D
111  33.87260905 -117.97959212 1
112  33.87254281 -117.97952449  33.87251666 -117.97947244 1
115  33.87252199 -117.97940784
120 Centerline E
111  33.87160478 -117.98193124 1
111  33.87168759 -117.98149857 1
112  33.87165934 -117.98132342  33.87162444 -117.98124329 1
111  33.87155018 -117.98120986 1
111  33.87145095 -117.98118052 1
115  33.87123033 -117.98111587
120 Centerline E
111  33.87155018 -117.98120986 1
112  33.87169264 -117.98116396  33.87175683 -117.98110876 1
111  33.87178140 -117.98100981 1
115  33.87185821 -117.98060941
120 Centerline E
111  33.87195304 -117.98129711 1
112  33.87183390 -117.98118471  33.87178838 -117.98110914 1
111  33.87179715 -117.98101245 1
115  33.87187385 -117.98061298
120 Centerline E
111  33.87233460 -117.98141036 1
111  33.87225237 -117.98138706 1
112  33.87217429 -117.98141092  33.87212877 -117.98144204 1
111  33.87211548 -117.98150079 1
112  33.87209982 -117.98138865  33.87207822 -117.98133930 1
111  33.87203848 -117.98132292 1
111  33.87195304 -117.98129711 1
112  33.87180253 -117.98133983  33.87173724 -117.98138262 1
111  33.87170343 -117.98150176 1
115  33.87162005 -117.98193631
120 Centerline E
111  33.87225237 -117.98138706 1
112  33.87218986 -117.98132196  33.87216602 -117.98127429 1
111  33.87216579 -117.98124317 1
112  33.87211501 -117.98130303  33.87207299 -117.98132787 1
115  33.87203848 -117.98132292
120 Centerline E
111  33.87145095 -117.98118052 1
112  33.87136392 -117.98120281  33.87132645 -117.98123413 1
111  33.87131164 -117.98127500 1
112  33.87129195 -117.98117977  33.87126598 -117.98113662 1
111  33.87123033 -117.98111587 1
112  33.87131104 -117.98109044  33.87134602 -117.98106311 1
111  33.87135828 -117.98103379 1
112  33.87138376 -117.98111164  33.87140836 -117.98115488 1
115  33.87145095 -117.98118052
120 Centerline F
111  33.87133036 -117.98321765 1
112  33.87126213 -117.98329780  33.87120835 -117.98332918 1
111  33.87115196 -117.98331116 1
111  33.87104659 -117.98328890 1
112  33.87096861 -117.98330600  33.87093752 -117.98332523 1
115  33.87090800 -117.98336994
120 Centerline F
111  33.87197132 -117.98353498 1
111  33.87185537 -117.98350378 1
111  33.87162486 -117.98344194 1
111  33.87150843 -117.98341172 1
112  33.87142762 -117.98333973  33.87139653 -117.98328609 1
115  33.87139510 -117.98323442
120 Centerline F
111  33.87104659 -117.98328890 1
112  33.87098205 -117.98323617  33.87095936 -117.98319974 1
115  33.87094962 -117.98315431
120 Centerline F
111  33.87185537 -117.98350378 1
112  33.87176495 -117.98354188  33.87172546 -117.98357426 1
111  33.87170145 -117.98363762 1
112  33.87168344 -117.98351759  33.87165739 -117.98346496 1
111  33.87162486 -117.98344194 1
112  33.87170613 -117.98340828  33.87174672 -117.98337640 1
111  33.87176182 -117.98332552 1
112  33.87178596 -117.98343359  33.87181285 -117.98348722 1
115  33.87185537 -117.98350378
120 Centerline North Ramp
111  33.87283708 -117.98477483 1
111  33.87194703 -117.98476727 1
112  33.87188352 -117.98472181  33.87186451 -117.98469757 1
111  33.87186344 -117.98464279 1
111  33.87189404 -117.98445145 1
111  33.87192515 -117.98427311 1
111  33.87196350 -117.98407418 1
111  33.87201121 -117.98380601 1
111  33.87202777 -117.98370579 1
112  33.87202106 -117.98361688  33.87200987 -117.98357916 1
111  33.87197132 -117.98353498 1
111  33.87221369 -117.98360412 1
115  33.87275262 -117.98360665
120 Centerline North Ramp
111  33.87198131 -117.98438262 1
112  33.87192305 -117.98440707  33.87190395 -117.98442179 1
115  33.87189404 -117.98445145
120 Centerline North Ramp
111  33.87283392 -117.98439526 1
111  33.87198131 -117.98438262 1
112  33.87193502 -117.98434681  33.87192127 -117.98432197 1
115  33.87192515 -117.98427311
120 Centerline North Ramp
111  33.87232847 -117.98418634 1
111  33.87201284 -117.98418038 1
112  33.87196975 -117.98414475  33.87195383 -117.98411746 1
115  33.87196350 -117.98407418
120 Centerline North Ramp
111  33.87270378 -117.98389606 1
111  33.87205820 -117.98389621 1
112  33.87202187 -117.98386145  33.87200708 -117.98383807 1
115  33.87201121 -117.98380601
120 Centerline North Ramp
111  33.87294877 -117.98246036 1
111  33.87240910 -117.98245136 1
112  33.87234133 -117.98240081  33.87231672 -117.98236377 1
111  33.87231861 -117.98231966 1
111  33.87234914 -117.98213840 1
111  33.87238328 -117.98194427 1
111  33.87241874 -117.98172064 1
111  33.87244487 -117.98158047 1
111  33.87246546 -117.98145987 1
111  33.87249184 -117.98130583 1
112  33.87254056 -117.98121396  33.87257870 -117.98117840 1
111  33.87262582 -117.98116508 1
111  33.87283110 -117.98116568 1
111  33.87307476 -117.98117138 1
115  33.87342772 -117.98117184
120 Centerline North Ramp
111  33.87342254 -117.98208493 1
111  33.87247671 -117.98207128 1
112  33.87240634 -117.98209116  33.87236802 -117.98211234 1
115  33.87234914 -117.98213840
120 Centerline North Ramp
111  33.87247671 -117.98207128 1
112  33.87241771 -117.98202758  33.87239166 -117.98200197 1
115  33.87238328 -117.98194427
120 Centerline North Ramp
111  33.87341812 -117.98163771 1
111  33.87257833 -117.98162119 1
112  33.87247464 -117.98164814  33.87243094 -117.98167446 1
115  33.87241874 -117.98172064
120 Centerline North Ramp
111  33.87257833 -117.98162119 1
112  33.87249747 -117.98155952  33.87246860 -117.98152005 1
115  33.87246546 -117.98145987
120 Centerline North Ramp
111  33.87307476 -117.98117138 1
112  33.87298697 -117.98110823  33.87295273 -117.98106341 1
111  33.87295422 -117.98102194 1
111  33.87299015 -117.98081443 1
111  33.87304428 -117.98054424 1
111  33.87307126 -117.98039511 1
111  33.87313408 -117.98006991 1
115  33.87321745 -117.97963826
120 Centerline North Ramp
111  33.87283110 -117.98116568 1
112  33.87291507 -117.98111915  33.87294822 -117.98107589 1
115  33.87295422 -117.98102194
120 Centerline North Ramp
111  33.87343106 -117.98071575 1
111  33.87315276 -117.98071671 1
111  33.87304765 -117.98071916
112  33.87304765 -117.98071916  33.87300800 -117.98073018 1
115  33.87299015 -117.98081443
120 Centerline North Ramp
111  33.87315276 -117.98071671 1
112  33.87307409 -117.98065239  33.87304067 -117.98060623 1
115  33.87304428 -117.98054424
120 Centerline North Ramp
111  33.87343302 -117.98026359 1
111  33.87326074 -117.98026114 1
