I
1000 Generated by WorldEditor

1    943 1 0 KONT Ontario Intl
100 46.02 2 2 0.00 1 3 1 8R  34.05493910 -117.61617387    0  122 3 0 0 0 26L  34.05495711 -117.58220708    0  122 2 2 1 0
100 46.02 2 2 0.00 1 3 1 08L  34.05687858 -117.62282363  304  122 3 8 1 0 26R  34.05689323 -117.58220716    0  122 3 8 0 0
110 2 0.00 0.0000 Taxiway D
111  34.05854508 -117.61635616 102
112  34.05832807 -117.61640081  34.05826999 -117.61645119
111  34.05832807 -117.61640081
112  34.05832807 -117.61640081  34.05823914 -117.61644681 102
111  34.05821192 -117.61660453 102
111  34.05811298 -117.61746424
111  34.05810840 -117.61565235 102
112  34.05818106 -117.61582360  34.05822281 -117.61588056 102
111  34.05834258 -117.61592656 102
113  34.05854659 -117.61593292
110 2 0.00 0.0000 Taxiway D
111  34.05674498 -117.61690389
111  34.05666757 -117.61687746 102
112  34.05657719 -117.61644880  34.05648239 -117.61631932
111  34.05657719 -117.61644880
112  34.05657719 -117.61644880  34.05650734 -117.61637653 102
111  34.05630220 -117.61633931 102
111  34.05584783 -117.61623278 102
111  34.05511852 -117.61622740
111  34.05511907 -117.61552509 102
112  34.05524056 -117.61578634  34.05529046 -117.61584957 102
111  34.05542442 -117.61590306 102
111  34.05573358 -117.61590524 102
112  34.05596758 -117.61585664  34.05598255 -117.61583255 102
111  34.05598439 -117.61576330
111  34.05612002 -117.61576330 102
112  34.05613545 -117.61581298  34.05615291 -117.61582804 102
111  34.05618081 -117.61583255 102
112  34.05653509 -117.61573441  34.05661242 -117.61565011
111  34.05653509 -117.61573441
112  34.05653509 -117.61573441  34.05664735 -117.61562301 102
111  34.05667605 -117.61532402
113  34.05673969 -117.61530205
110 2 0.00 0.0000 Taxiway D
111  34.05784578 -117.61745820 102
111  34.05774258 -117.61659379 102
112  34.05767405 -117.61643668  34.05763656 -117.61639143 102
111  34.05756991 -117.61636331 102
111  34.05734966 -117.61635431 102
112  34.05716733 -117.61645880  34.05711334 -117.61655113
111  34.05716733 -117.61645880
112  34.05716733 -117.61645880  34.05709384 -117.61656019 102
111  34.05708901 -117.61688022
111  34.05706567 -117.61688022
111  34.05705011 -117.61535416
111  34.05708901 -117.61535885 102
111  34.05711953 -117.61557955 102
112  34.05717249 -117.61571498  34.05720249 -117.61575481 102
111  34.05727964 -117.61578615 102
111  34.05767255 -117.61585658 102
112  34.05775308 -117.61584391  34.05778008 -117.61581314
111  34.05775308 -117.61584391
112  34.05775308 -117.61584391  34.05783257 -117.61576425 102
113  34.05784403 -117.61564700
110 2 0.00 0.0000 Taxiway E
111  34.05787270 -117.60288091 102
112  34.05778149 -117.60268224  34.05772985 -117.60262328 102
111  34.05762453 -117.60257854 102
111  34.05734960 -117.60258079 102
112  34.05717586 -117.60267837  34.05712562 -117.60274744 102
111  34.05709697 -117.60287003
111  34.05706724 -117.60287003
111  34.05706724 -117.60197764
111  34.05709325 -117.60197988 102
112  34.05715827 -117.60216374  34.05719595 -117.60221596 102
111  34.05730502 -117.60228033 102
111  34.05760966 -117.60229155 102
112  34.05774387 -117.60222260  34.05778016 -117.60219059 102
111  34.05783629 -117.60209199 102
113  34.05787160 -117.60198373
110 2 0.00 0.0000 Taxiway F
111  34.05670915 -117.61062353
111  34.05667730 -117.61061650 102
112  34.05659464 -117.61040137  34.05655471 -117.61034660
111  34.05659464 -117.61040137
112  34.05659464 -117.61040137  34.05654019 -117.61033784 102
111  34.05645444 -117.61029918 102
111  34.05619360 -117.61029377
111  34.05599221 -117.61029523
111  34.05599119 -117.61095283 102
112  34.05590919 -117.61071705  34.05586564 -117.61064914 102
111  34.05575004 -117.61062373 102
112  34.05562719 -117.61060305  34.05558726 -117.61060743 102
111  34.05547530 -117.61069429 102
111  34.05514915 -117.61110292
111  34.05511871 -117.61109646
111  34.05511730 -117.60960980
111  34.05515379 -117.60961125 102
112  34.05530316 -117.60999263  34.05541931 -117.61009339
111  34.05530316 -117.60999263
112  34.05530316 -117.60999263  34.05541205 -117.61009996 102
112  34.05562144 -117.61004870  34.05564685 -117.61003775 102
111  34.05577342 -117.60992523 102
111  34.05591080 -117.60975589 102
112  34.05597218 -117.60960773  34.05598669 -117.60955077 102
111  34.05599764 -117.60929332
111  34.05612946 -117.60929332 102
111  34.05612930 -117.60986173 102
112  34.05614290 -117.60996415  34.05616650 -117.60998825 102
111  34.05622354 -117.60999578 102
111  34.05644810 -117.60998921 102
112  34.05661168 -117.60986159  34.05666068 -117.60978930
111  34.05661168 -117.60986159
112  34.05661168 -117.60986159  34.05666794 -117.60978930 102
111  34.05667710 -117.60964360 102
113  34.05670078 -117.60964247
110 2 0.00 0.0000 Taxiway F
111  34.05785835 -117.61069793 102
112  34.05779014 -117.61042568  34.05774842 -117.61036472 102
111  34.05765405 -117.61031100 102
111  34.05748557 -117.61029484 102
111  34.05732609 -117.61030402 102
112  34.05718009 -117.61039686  34.05710809 -117.61047108 102
111  34.05708872 -117.61063508
111  34.05706548 -117.61063243
111  34.05706028 -117.60965198
111  34.05709183 -117.60965437 102
112  34.05716542 -117.60988355  34.05722841 -117.60996864
111  34.05716542 -117.60988355
112  34.05716542 -117.60988355  34.05720292 -117.60993424 102
111  34.05731581 -117.60999099 102
111  34.05747588 -117.60999727 102
111  34.05762995 -117.60998543 102
112  34.05775854 -117.60990372  34.05781704 -117.60984941
111  34.05775854 -117.60990372
112  34.05775854 -117.60990372  34.05783504 -117.60982949 102
113  34.05785706 -117.60970645
110 2 0.00 0.0000 Taxiway K
111  34.05673780 -117.60738319
111  34.05668200 -117.60733669 102
112  34.05661026 -117.60699834  34.05656243 -117.60687647 102
111  34.05645614 -117.60675460 102
111  34.05620005 -117.60643603
111  34.05592502 -117.60609752 102
111  34.05528702 -117.60534988 102
112  34.05521528 -117.60531781  34.05517904 -117.60533239 102
111  34.05515247 -117.60541052
111  34.05512373 -117.60540440
111  34.05512228 -117.60294016
111  34.05515585 -117.60293637 102
112  34.05528702 -117.60388072  34.05533291 -117.60411397 102
111  34.05553413 -117.60475014 102
112  34.05584115 -117.60542655  34.05591844 -117.60557233 102
111  34.05614792 -117.60591753 102
112  34.05638175 -117.60604582  34.05648320 -117.60603999 102
112  34.05661388 -117.60591637  34.05665977 -117.60584639 102
111  34.05668284 -117.60567058
113  34.05671654 -117.60566738
110 2 0.00 0.0000 Taxiway K
111  34.05782901 -117.60854945 102
112  34.05779358 -117.60841535  34.05776999 -117.60836716 102
111  34.05774096 -117.60833430 102
111  34.05723643 -117.60772971 102
112  34.05714569 -117.60768371  34.05710576 -117.60769904 102
111  34.05707491 -117.60776914
111  34.05703498 -117.60776476
111  34.05704043 -117.60594854
111  34.05708580 -117.60595730 102
112  34.05715113 -117.60655313  34.05718199 -117.60671085 102
111  34.05728724 -117.60708763 102
112  34.05740521 -117.60730887  34.05745603 -117.60736363 102
111  34.05754495 -117.60736802 102
111  34.05758488 -117.60731982 102
113  34.05780765 -117.60703721
110 1 0.00 0.0000 Taxiway M
111  34.05612946 -117.60929332
111  34.05599764 -117.60929332 102
111  34.05599443 -117.60647210 102
