I
1000 Generated by WorldEditor

1     42 1 0 KOXR Oxnard
100 33.53 1 0 0.00 0 2 0 07  34.20087367 -119.21710110    0    0 2 0 0 0 25  34.20073637 -119.19735018  420    0 3 8 0 0
110 1 0.00 0.0000 Taxiway / Ramp
111  34.20076576 -119.21706074
111  34.20074496 -119.21706373 1 102
111  34.20047323 -119.21706562 1 102
111  34.20019758 -119.21707259 1 102
111  34.20015408 -119.21709614 106
111  34.20013915 -119.21712804 106
111  34.20013844 -119.21769413 106
111  34.19942408 -119.21770151 106
111  34.19942150 -119.21732034 106
111  34.19938731 -119.21727655 106
111  34.19930027 -119.21727536 106
111  34.19930482 -119.21670990 106
111  34.19904380 -119.21671183
111  34.19902796 -119.21234717 106
111  34.19948445 -119.21235577 106
111  34.19945256 -119.20794236 106
111  34.19887136 -119.20798071
111  34.19857402 -119.20799363
111  34.19859711 -119.20605866 106
111  34.19860480 -119.20534235
111  34.19914868 -119.20533866
111  34.19916505 -119.20360494
111  34.19826182 -119.20362396
111  34.19825790 -119.20243882
111  34.19766655 -119.20243283
111  34.19768428 -119.20051202
111  34.19770906 -119.19710824
111  34.19938026 -119.19705175
111  34.19938059 -119.19683027
111  34.19973113 -119.19682509 106
111  34.19996220 -119.19683312 106
111  34.19998522 -119.19738853 1 102
111  34.20005109 -119.19739561 1 102
111  34.20040512 -119.19739594 1 102
111  34.20059166 -119.19739000
111  34.20064240 -119.19739399
111  34.20064037 -119.19782270
111  34.20060259 -119.19776803 1 102
111  34.20054860 -119.19767230 1 102
111  34.20050079 -119.19764963 1 102
111  34.20021951 -119.19764820 1 102
111  34.20004828 -119.19764913 1 102
111  34.19993517 -119.19765119 1 102
111  34.19987436 -119.19767698 1 102
111  34.19983606 -119.19775240 1 102
111  34.19983567 -119.19831381 1 102
111  34.19985169 -119.20029965 1 102
111  34.19986100 -119.20213437 1 102
111  34.19986750 -119.20291791 1 102
111  34.19988369 -119.20299382 1 102
111  34.19990856 -119.20303630 1 102
111  34.19994962 -119.20307306 1 102
111  34.19998871 -119.20307831 1 102
111  34.20009335 -119.20307497 1 102
111  34.20025326 -119.20307449 1 102
111  34.20043386 -119.20307193 1 102
111  34.20052811 -119.20307233 1 102
111  34.20056304 -119.20305603 1 102
111  34.20058784 -119.20303033 1 102
111  34.20060317 -119.20300751 1 102
111  34.20061817 -119.20297673 1 102
111  34.20063962 -119.20296246
111  34.20067091 -119.20296757
111  34.20067659 -119.20336458
111  34.20064388 -119.20335322 1 102
111  34.20061973 -119.20330968 1 102
111  34.20059981 -119.20327802 1 102
111  34.20056384 -119.20325248 1 102
111  34.20052655 -119.20323816 1 102
111  34.20034716 -119.20323888 1 102
111  34.20009135 -119.20323923 1 102
111  34.19999892 -119.20324104 1 102
111  34.19995294 -119.20325898 1 102
111  34.19990907 -119.20329841 1 102
111  34.19988418 -119.20334683 1 102
111  34.19987470 -119.20344991 1 102
111  34.19987708 -119.20412196 1 102
111  34.19988998 -119.20504828 1 102
111  34.19990318 -119.20635278 1 102
111  34.19991037 -119.20644492 1 102
111  34.19994145 -119.20656210 1 102
111  34.20000118 -119.20669060 1 102
111  34.20008359 -119.20680769 1 102
111  34.20011856 -119.20684862 1 102
111  34.20022319 -119.20697743 1 102
111  34.20032011 -119.20703801 1 102
111  34.20043117 -119.20704361 1 102
111  34.20051944 -119.20701024 1 102
111  34.20055906 -119.20697122 1 102
111  34.20059607 -119.20692621 1 102
111  34.20065081 -119.20684683 1 102
111  34.20067770 -119.20680679
111  34.20071768 -119.20680510
111  34.20072506 -119.20795259
111  34.20068700 -119.20789726 1 102
111  34.20054149 -119.20775504 1 102
111  34.20042985 -119.20764628 1 102
111  34.20031061 -119.20753652 1 102
